     **************************************************
     *                PROGRAM  RRKM                   *
     *              E. Martinez-Nunez                 *
     *       Departamento de Quimica Fisica           *
     *  Universidad de Santiago de Compostela(Spain)  *
     **************************************************


   Reverse via TS10 for process 3 1          5.2856 150        


   Energia critica   =  54.73kcal/mol
   Energia rotacional=   0.00kcal/mol
   Energia mas alta  = 161.18kcal/mol


   Rotores libres del reactivo= 0       Rotores libres del TS= 0



   Teoria rrkm armonica cuantica


   Frecuencias vibracionales del reactivo
   ======================================
       frec    1      467  cm-1
       frec    2      523  cm-1
       frec    3      591  cm-1
       frec    4      818  cm-1
       frec    5      847  cm-1
       frec    6     1242  cm-1
       frec    7     1340  cm-1
       frec    8     2737  cm-1
       frec    9     2763  cm-1


   Energia del punto cero en el re=    16.19kcal/mol


   Frecuencias vibracionales del estado de transicion
   ==================================================
       frec    1      326  cm-1
       frec    2      473  cm-1
       frec    3      523  cm-1
       frec    4     1077  cm-1
       frec    5     1256  cm-1
       frec    6     1567  cm-1
       frec    7     2472  cm-1
       frec    8     2788  cm-1


   Energia del punto cero en el TS=    14.98kcal/mol




     Energia      k(E,J)/s-1
        28520              9972548250.
        28530              9959439988.
        28540             10035667336.
        28550             10066621875.
        28560             10067529371.
        28570             10128696221.
        28580             10175867245.
        28590             10184556864.
        28600             10241112320.
        28610             10271532339.
        28620             10277567000.
        28630             10349216735.
        28640             10375315963.
        28650             10378671093.
        28660             10466057397.
        28670             10471386825.
        28680             10483291094.
        28690             10579779149.
        28700             10568365742.
        28710             10598783779.
        28720             10692265834.
        28730             10672230749.
        28740             10705171051.
        28750             10785564741.
        28760             10785312679.
        28770             10830753061.
        28780             10887034277.
        28790             10894994473.
        28800             10936898774.
        28810             10988417921.
        28820             10997565019.
        28830             11052436846.
        28840             11104316098.
        28850             11103815699.
        28860             11163347150.
        28870             11217167469.
        28880             11202841014.
        28890             11289365610.
        28900             11330055825.
        28910             11310432368.
        28920             11402309835.
        28930             11430012034.
        28940             11424212425.
        28950             11529670975.
        28960             11536997150.
        28970             11543107086.
        28980             11635227622.
        28990             11636516443.
        29000             11662814890.
        29010             11752582725.
        29020             11756829587.
        29030             11781490087.
        29040             11867508052.
        29050             11860564827.
        29060             11891638288.
        29070             11995871185.
        29080             11986650364.
        29090             12004694344.
        29100             12108306932.
        29110             12089907027.
        29120             12125589950.
        29130             12229216197.
        29140             12204788920.
        29150             12259520220.
        29160             12340499191.
        29170             12313264991.
        29180             12385004323.
        29190             12449310695.
        29200             12439190684.
        29210             12517579182.
        29220             12560663333.
        29230             12550298023.
        29240             12634946086.
        29250             12680375622.
        29260             12679168971.
        29270             12754531558.
        29280             12802793083.
        29290             12791257866.
        29300             12871308295.
        29310             12932540256.
        29320             12913462055.
        29330             13002172751.
        29340             13048265833.
        29350             13040308935.
        29360             13119110727.
        29370             13160079643.
        29380             13175781692.
        29390             13256362196.
        29400             13267839163.
        29410             13303922159.
        29420             13372247994.
        29430             13385053501.
        29440             13445035496.
        29450             13500299077.
        29460             13514018922.
        29470             13568016463.
        29480             13619143003.
        29490             13641276849.
        29500             13697174763.
        29510             13753951081.
        29520             13769869347.
        29530             13819583751.
        29540             13876080666.
        29550             13896446307.
        29560             13959611399.
        29570             14004394586.
        29580             14019710903.
        29590             14094705255.
        29600             14119946965.
        29610             14141096638.
        29620             14244716218.
